userWallet,total_tx_count,num_deposits,num_borrows,num_repays,num_redeems,num_liquidations,total_amount_deposited,total_amount_borrowed,total_amount_repaid,total_usd_value,avg_time_gap,num_unique_assets,repay_borrow_ratio,log_total_usd,credit_score,score_bucket
0x0392c0d81934b52f64aa50c2cfbbcf28cd6141b2,13,4,5,3,1,0,7.39036823292889e+22,2.846373026346463e+22,9.315250132939774e+18,2.3829590083785865e+23,174431.66666666666,2,0.0003272673696214937,53.827800135144166,,
0x0392ea959f551f01d432e1fa26110ef69d55e4c1,52,23,9,8,12,0,1.5220547659583306e+21,5.075000000128e+19,4.205017199972683e+19,7.859867272235627e+22,143152.1568627451,4,0.8285748177077095,52.71864176568352,,
0x03933112dd553026128ee4b55831764c39aa1ad8,5,5,0,0,0,0,3.852969910973534e+19,0.0,0.0,3.903106789741158e+19,709961.75,3,0.0,45.11088961564908,,
0x03936fad73cfd65a108318d917a7d00af8f2b16d,71,71,0,0,0,0,260000000000450.0,0.0,0.0,260583128623800.7,27395.14285714286,3,0.0,33.19394303801625,,
0x0396147f0b821aa0d2581f8e2dad0c9956255028,3,2,0,0,1,0,7.0000000000015e+19,0.0,0.0,9.535512601073921e+19,129955.5,2,0.0,46.00413976443906,,
0x039630fa4ad7f73738b1541dadf3bad89ffed668,5,0,0,0,5,0,0.0,0.0,0.0,8.844184673873663e+19,123.0,4,0.0,45.92887691092521,,
0x03972ff1fbbc42f532dbfc16e0bfbeec5cb9007d,7,2,3,1,1,0,1.28e+19,2383695482775124.0,2384043946051385.0,3.6750322022115455e+19,15563.0,2,1.0001461861545566,45.05067866201982,,
0x0398b107763c8e7fae5183241d383440ea3623da,13,3,2,2,4,2,2.174286000005e+20,1.0000000000015e+20,1.827900001500139e+17,3.480784344029811e+20,143504.25,4,0.0018279000014973972,47.2989595144871,,
0x039a33aca90ecfc1b97f88de30264ebd84cc7c22,189,104,68,7,10,0,5.014295952052474e+21,2.4347133470430436e+21,12249975473.0,1.5686586956538244e+22,25582.962765957447,3,5.0313830529074725e-12,51.1070929660995,,
0x039b0cac8f2257a805ae79431fc6daf67bd235fa,29,11,9,4,5,0,508748849.0,308918646.0,309971933.0,1637975908.799785,128528.0,2,1.0034095934759437,21.2167271151872,,
0x039b27c7e5771ee0108c87b4162999bea4dd1831,18,9,5,1,3,0,3.7084339342894207e+21,4337497350.0,1753889923.0,4.635259748629101e+21,348497.35294117645,4,0.40435527251676584,49.887979191019234,,
0x039e2604295ba89a83588107391aed3cce36b97f,20,5,5,10,0,0,6.515003446680704e+21,17005132233.0,592985834.0,5.183642575126724e+22,275767.2105263158,3,0.03487099223193673,52.30238005484266,,
0x039e8cb6cf84518696939ea80ff8e021b871fde9,107,66,25,13,3,0,9.404461740979493e+19,5.9430355108644495e+19,3272067.0,1.7449505736492194e+20,62312.1320754717,7,5.505716723412374e-14,46.60842809057784,,
